Order Id,Customer Id,Customer Name,Product Id,Product Name,Product Category,Payment Type,Quantity ordered,Price,Date and time when order was placed,Customer Country,Customer City,Site from where order was placed,Payment Transaction Confirmation Id,Payment Success or Failure,Reason for payment failure
2d396fae-734e-4876-88fe-ffd2ef11612e,08f97cfa-1f72-45c5-beea-9f90b52e975d,Jason Young,7e1c2985-3d60-4b5d-a272-4db35cde5526,Stapler,Clothing,Internet Banking,4,496.24,2023-09-24 08:17:19,UK,Victoriatown,Flipkart,887b3618-e9f3-408e-83e7-c851bb064433,N,Card expired
0ba2270b-ed5f-45fc-89d6-77a9028dad19,a686e264-1b65-4acd-b6cf-3902c94358f5,Amanda Lewis,483928c8-b7e2-4453-a501-098869336258,Milk,Clothing,UPI,4,792.17,2024-08-16 18:48:08,India,North Craig,Flipkart,f3a2f432-a5bb-4b9e-887b-912bdbed030d,Y,
006c7e2d-8e4e-41a6-8bbb-bd64461684d4,87a98b6f-5699-421b-9b6c-6e7273f9a313,Colton Winters,ef1f7795-4a83-423a-9d74-c3b861b547df,Aluminum Foil,Sports,UPI,5,597.13,2023-06-08 04:17:10,USA,South Randallside,Shopify,e97ba4a0-f5da-41bb-9adb-f557412ad8a3,Y,
d802db57-6860-433e-bfff-477f361184d1,96c9507b-d7bc-49fa-a9d8-f96b2e189d1a,Justin Vasquez,33ae1850-77ab-483e-ba61-4e4a6abfe162,Lotion,Home & Kitchen,UPI,2,774.48,2023-07-04 18:52:18,USA,West Rickyton,Flipkart,568bbcf9-752e-4db0-9b61-9d2ffd4a0677,Y,
f751422c-7c71-4382-b11d-65191c9af13a,19516824-0d0b-4018-95e6-c183535ad24e,Richard Lopez,158faf48-ea8f-4c9d-9351-7f293b98f671,Deodorant,Clothing,Card,2,305.04,2022-05-24 02:14:43,India,Juliemouth,eBay,6327b14e-74f0-4fd0-8f7a-2ec485d8939e,N,
5fc39023-21ef-4cee-8993-7b2bf330a157,95b48a21-bced-4fe6-9b75-f9a1ff633d15,James Ward,c080f215-60f1-4542-b61d-0c2ed443ccbe,Paper Towels,Electronics,Internet Banking,3,726.34,2020-02-15 07:06:57,USA,New Tommymouth,Amazon,d78b8b74-4eb6-4e53-87d8-a76cb64bf982,N,
df461fd3-9278-4d06-a201-7a66a01854db,bd55a51a-2d7f-4c83-a35d-063d1bad2a16,Jennifer Williams,d5749065-06f8-4703-9e4a-26a0ef944a9f,Smartphones,Books,Card,1,818.77,2023-11-06 20:58:47,UK,Mcgeemouth,Shopify,f0bf9af8-3954-4529-89b3-7a0dd08ed92d,Y,
4e4b1904-a07c-48cf-9454-53d9da6d8b80,a90c576e-eb03-4334-8023-d190aa0de1f0,Carl Atkins,9bf2eaee-4e0d-43e8-b627-d0ee70ba1a50,Batteries,Electronics,Card,5,314.32,2021-05-22 05:59:06,UK,Tylermouth,Shopify,00207753-a42c-4d1d-a666-67a80f7a533f,N,
3df9a7a0-a188-4be8-a5d0-a8c1fcacea12,2b29526a-26d6-4b9d-8fce-39921e154ff7,Terri Manning,e8da6fcd-1bbe-4343-9c51-82949f4db166,Paper Towels,Clothing,Card,4,566.2,2021-03-20 16:44:17,Germany,North Melissa,eBay,b1e1ba3d-18b0-47be-bcd4-64239f7de8e8,Y,
1168af73-65c5-4bf0-bc56-e8a96caa6e4f,ab14fbbd-24b8-4448-bb3a-3abad23c8a4d,Michelle Watson,33502be6-d3cc-4d44-a791-a8fc142b4a8e,Chargers,Home & Kitchen,Wallet,5,448.7,2022-08-05 01:29:06,UK,Bakerfort,eBay,5a2e15f0-51be-4251-bd5f-b98b9cc43620,N,Insufficient funds
a2bfa8f5-e0ac-4a36-b354-bfc8bfb9bec1,5b9916d1-1d03-4089-bff4-ae25ef7e8946,Ralph Clark,94c1e45d-0ebd-4363-87cb-51b9323fff6d,Trash Bags,Books,UPI,5,315.68,2023-08-16 21:26:51,USA,West Williamview,Shopify,b608535c-bd65-46d6-82d9-b68c35e9bd5f,Y,
c5410037-df8c-42e1-93e1-042d3e7c149c,ed8193ee-ab66-46a2-9263-f6445698aff8,Samantha Clarke,9526d3f0-0913-4af8-adf2-dd3227981b7a,Soap,Books,Wallet,4,421.56,2020-07-17 14:26:35,India,Connertown,Flipkart,59f190f2-a32f-499c-a582-2533ed72fc39,N,Insufficient funds
90a25e5b-0af9-45e3-a206-fe8fdd6f5dde,a9fb97ff-c974-4e5c-9611-2d4960aa12d5,Joseph Stafford,f848582c-a246-4871-96fe-3f70adf64879,Sticky Notes,Electronics,Internet Banking,4,440.88,2021-03-31 22:10:08,Germany,Anthonyborough,eBay,2b7285a1-e32f-4b4b-bfd4-74053134ff6f,N,Insufficient funds
6eb7c678-e0f4-487b-8f98-43c13fb9e5c7,c925c735-72ee-4fca-8b82-617f50f42d3c,Roger Williams,22aec55a-a154-41bf-a20d-964378e20cd8,Lotion,Books,Wallet,3,257.34,2020-03-08 06:25:20,Canada,South Joseph,Shopify,2e9951b0-8c04-45db-80dc-bc035346f4a7,N,Card expired
fa7cc9c0-2485-47c3-a280-d8b2113728a2,ff4dc748-865b-49fe-adfb-fca4ebd426d9,Tiffany Mcdonald,7c90e335-4ff2-4788-8e84-3b7b7a08f493,Printer Paper,Electronics,Wallet,3,277.35,2024-04-07 08:34:42,Germany,West Paulmouth,eBay,8bf101f1-2a92-4910-8582-097ccfea54c1,N,Insufficient funds
9b53ac6e-798c-4567-997d-b90df42f1030,9da08062-91b4-455e-8752-51eeab88d579,Scott Andrews,8d8e7a49-f864-4549-b6a5-156340128162,Notebooks,Clothing,Card,5,722.45,2023-05-24 18:02:54,India,East Pamelaport,Flipkart,2cd76427-d7dc-4c6c-8840-842be19c39cc,Y,
58645bef-3b9e-4654-ae53-3ca39206bc10,aa1d5457-dbca-467b-977d-d3626f442971,Cheyenne Johnson,93998868-0340-4b98-869d-8c7fe8363a45,Laptops,Electronics,Internet Banking,4,755.84,2022-04-23 07:23:47,UK,Riveraview,Walmart,a49628f6-42ee-4944-bd19-24de8fd2ebc0,Y,
25dfdef2-bd60-46bc-a7ff-58d8fdf21dca,fcb03fa4-7ad3-4341-851d-703fc1d80d4b,Charles Brown,0301b548-fb70-427f-babb-db4727f5c3a4,Deodorant,Sports,Card,1,415.03,2023-07-13 16:49:26,Canada,Hallhaven,Walmart,b9747c56-b6ba-4f7c-9068-1c23a01c0283,N,
f43f7fd8-1360-4f9e-ad9f-aa277702c828,885bdbcb-1c73-4c76-96af-21b6db27c378,Stephanie Alexander,45facc30-dc1f-4152-8f93-f26a0cafc5b7,Bread,Electronics,UPI,5,664.89,2020-08-21 05:46:44,UK,Lake Heather,Flipkart,c8ae1f01-8df7-4f3a-ad1c-7a72fd1df82e,N,Card expired
8030c7ae-e98f-479b-be33-1e9b94b29457,014eed4a-e2e1-4a47-a155-ddf0cfa37ee5,Christina Owens,f107da64-9a00-4abd-ba38-2261f496365e,Eggs,Sports,Wallet,2,793.08,2022-05-03 18:23:47,Germany,North Olivia,eBay,7f9dae66-9691-40c1-a4da-b62f1529bdbd,Y,
8b559dec-e4ef-4c38-8662-5307289e605c,e2fec4d3-1496-4fb3-bdee-07f2425fafc1,Michael Williamson,14e93896-8f81-4dbd-9436-a46c21c94fcc,Batteries,Electronics,Card,5,790.13,2023-01-11 18:16:43,USA,Carmenport,Flipkart,382d9061-6403-4630-9979-b9c6bb9e351e,Y,
37097f4e-931a-46ad-acac-b6a96c1a4ab1,ffc61c96-4bc6-47a8-bf89-94f145ed6be5,Christopher Lang,d3b4d03e-4bf5-457a-8771-5add5489f569,Cleaning Spray,Sports,Wallet,2,464.31,2024-04-19 10:30:09,USA,Port Georgeshire,Amazon,c4f87db6-fa95-4632-af87-4f2ecf2fbcf7,N,Insufficient funds
ee14cab9-0280-4a3a-a44d-70939bcb682a,fdd896a9-dccc-49c4-a112-fa28ab9e3070,Hannah King,8f238d6c-110c-4fcc-84a4-1d2575e594e6,Aluminum Foil,Home & Kitchen,Card,4,148.37,2023-12-27 04:36:40,India,Grantton,Shopify,a3d379ad-e9aa-46da-a8bf-3b61e72616d4,Y,
b7a214b6-28cf-4522-9387-19342bda61c1,4069d84c-aef9-4518-88dc-3373c9842ea8,Joy Perkins,69fb67c4-b0aa-4de1-8f2f-532e805c09ad,Batteries,Electronics,UPI,2,777.71,2023-08-03 21:47:32,UK,North Danielchester,Amazon,cc1c1ca6-28c6-4e06-b2ff-f7c6d53c3da5,N,Card expired
d99dd776-a3d2-4583-800d-f5b92446df3c,6353a891-8223-4a8d-9ba6-9d8b7321df46,Chloe Villa,7df9650f-96ce-4483-a1a8-cf0870b9796f,Light Bulbs,Electronics,Wallet,1,772.56,2021-08-18 08:57:35,USA,New Julie,Flipkart,80346850-84d2-4308-a72c-249c8bf94465,Y,
af79e608-7cf5-4212-afb7-f033c9b0d9da,bcf47a62-cd47-4c73-9220-b738f310c3c4,Dr. Timothy Copeland,677a8805-47c1-4602-add3-f6a23cbae747,Shampoo,Home & Kitchen,UPI,4,564.32,2020-11-17 08:53:11,UK,Karlamouth,Flipkart,e5894c79-5578-4660-b066-22fde1d32290,N,
86949868-4aee-4e5d-8414-4b53ec68c634,f08b7af8-b7bc-47d5-bcfe-1965ee8b0c78,Breanna Little,1a51555e-dac9-49e8-938a-2e83a57ca721,Coffee,Home & Kitchen,UPI,3,694.92,2021-06-23 19:29:42,USA,Williamfort,eBay,e84fdbc0-65a8-4715-8f38-44313d443a13,Y,
5bc36c23-dd6f-4b26-96b9-9df4dabda862,911a7d71-89a9-40c7-b4a5-7ab76c80142b,Steven James,7da448a3-947c-4a1f-bc05-2158f716340a,Milk,Clothing,UPI,1,392.16,2023-04-20 13:52:24,Canada,Lake Cynthiashire,Flipkart,6b5e8a49-ba48-4490-9db9-b86ae352707d,Y,
bbd9fec8-80fa-4380-823b-148f0e76b5b4,5a5abb33-aa0c-473a-8690-9b809c6eab91,Regina Burton,9e98ac78-2153-43fe-bcec-ca4de8545a35,Printer Paper,Home & Kitchen,Card,4,461.09,2020-12-28 13:54:36,India,Williamport,Flipkart,645b0a6c-5c50-4e3b-8102-60c3e691fa7e,Y,
46820438-dd0a-40f7-b6bf-da13e1578705,03e3c002-5b73-4672-a79a-23e1a902f0a0,Alex Berry,ed57dba0-26a7-4995-90bd-e6be33033a52,Coffee,Clothing,Internet Banking,4,94.31,2023-01-13 06:16:00,Germany,Jamesport,eBay,5a4a6559-c39d-4e72-ae96-9d67787914c8,Y,
2740ca79-0b4c-4ef3-80c0-1b18e349eacd,11a62738-714b-419c-a755-942419589a1b,Stephanie Leon,d0edddb5-6db5-40d6-94ac-12d47fd10188,Light Bulbs,Books,Wallet,4,797.11,2022-06-28 18:32:29,USA,Josestad,Shopify,51af64cd-4f97-4523-8536-22e767d33a22,Y,
f7926ce3-3ee8-490a-8009-6ef939a96b7d,3dc9a20d-e84b-426d-a0c5-4fca46fe9eda,Amy Garcia,a08b0f5d-0501-4d88-b53e-6bf6c1d0aba3,Lotion,Sports,Wallet,3,849.63,2024-05-27 22:49:08,USA,Josephbury,Flipkart,75af9c7f-1816-4680-871c-5dd0c2cf8c72,Y,
17bbebad-23fa-4534-b69a-d509613d7478,693808a0-c63d-46b9-8344-ee5331ec8721,Stacy Wells,9af17ec3-f3c5-4424-bb3c-196aa48b165f,Chargers,Home & Kitchen,Internet Banking,5,154.31,2020-12-02 13:28:51,USA,Johnsonburgh,Shopify,b38ff727-e670-4a83-86bd-117be4dbb760,N,Payment gateway error
f0c977ed-2a2a-46cc-8c38-ce06e6667b64,8e270fad-fb68-4b7c-ba2e-ca459a126d66,Dr. Meredith Vega,b8cd1cca-7ff8-406a-a083-51acea63cbe1,Soap,Clothing,Card,2,462.03,2023-10-18 17:02:20,UK,Crosbyport,Walmart,bc24bf6d-8077-4428-a4d2-f1dd2cebc8e5,N,Card expired
2e44fed2-7b56-4bd1-b8ee-b12285fb5d3c,e650298e-b262-4df7-9c06-b17a8d1de69e,Stephanie Miller,e33bc23e-e34a-47c1-8a02-fb1d860150c6,Paper Towels,Clothing,Card,4,425.27,2021-06-01 01:33:34,India,East Melissa,Amazon,992254b1-eb76-4c63-8541-d83994636c88,N,Insufficient funds
44611ab0-e04c-4898-aacd-2f1cf2414c47,81bfecdb-2df4-4482-a098-30efbb4e5f82,Desiree Huffman,ac5c0639-189f-4e83-a862-4b4c6c1f4917,Batteries,Electronics,Internet Banking,2,969.72,2023-01-15 06:09:36,UK,Marshallhaven,Amazon,ea53444e-4da0-45fe-b3cb-6a3d5182c7e0,N,Payment gateway error
3aad1ca6-234a-4869-9302-d1d192946b58,75397d3b-cc7e-4c4b-9e29-bb5c3521b41b,Amanda Hardin,7fc10135-d2f4-466e-98e3-e1b1c0952a07,Eggs,Sports,Card,4,641.66,2024-04-28 04:21:02,UK,Port Brandon,Walmart,6e1e4f91-be22-4e00-8a60-924dde365b6f,Y,
d855b96d-73ba-41d3-ae26-83f5dae6d2e5,38f2044e-cefa-49f1-8f74-715ee79d7cea,Kelly Scott,8ecbfecb-8da1-4cf3-a22a-cf88dd77d63f,Eggs,Clothing,Wallet,3,850.67,2021-11-19 22:10:26,USA,Perrymouth,Walmart,05c26181-8524-4477-96a5-d64249fce9ec,Y,
2991b356-0705-4cb9-a0b4-e0ee67ab2fa1,ff25ca00-1420-454f-a2ae-7168efaad57b,Jessica Drake,3197ee59-217a-43cb-aee8-ea81e01556d9,Lotion,Electronics,Internet Banking,3,979.19,2022-08-10 00:36:10,UK,Foleystad,Amazon,11104f23-712d-433e-bbce-3514dba13a3c,Y,
f9a57971-6533-44a9-a447-efba22dce461,dcc60349-50b0-4024-be7c-c053010c75f0,Kristin Madden,7f2d0d61-5afb-4087-9ae8-1028c25dc8e4,Sticky Notes,Sports,Internet Banking,3,763.57,2022-07-23 14:56:53,India,Loriburgh,Amazon,1111b5a9-101e-4d43-a12b-5d0846f27d03,N,
f2a9e026-eac9-4c9d-9f01-13c1e3b273f4,a7bd8d1b-95b3-4ac0-9f60-e47b65fab50e,Brian Mcdowell,cdc4a155-5da5-404c-889a-05355769b85b,Headphones,Sports,UPI,2,12.89,2021-08-20 18:35:29,India,Thomasborough,eBay,f8e3752a-a3d4-4d98-ab7b-fa14c9d2f3bd,Y,
9671c47b-5e69-4277-9481-1c459b823ffa,f323ad2f-8d7a-4387-bd7f-12a9aef09b47,Joseph Brown,181786f4-8f5e-4dd1-a51a-8f8146cfc829,Detergent,Electronics,Card,2,387.72,2021-05-05 09:52:01,India,Mcconnellland,eBay,445c2f4c-a09a-4c52-b5ed-a9fc662d8a83,N,Payment gateway error
7d5467b7-e1a5-40dd-8c18-3f864fa2a7f0,cd5b3eb6-a48a-477d-ae24-89568adb5ec7,Timothy Costa,361f7f59-47cc-49cc-93da-88ece983e030,Tissues,Clothing,Card,3,851.35,2021-07-05 02:08:44,India,North Annette,Amazon,7b108da7-cd90-4cb2-848b-c9acb234d7cd,Y,
50042c29-487a-4224-bb75-ff9aeab18f90,d5d589e3-2120-4fc6-bd68-eced2a427a60,Mr. Eric Garcia,fd11b8d0-d066-40c0-ae76-dc5d2352af99,Batteries,Sports,Card,4,160.95,2020-06-22 06:53:51,India,Clarkshire,eBay,67d14e66-d766-49d4-aad6-1f28134df7a8,Y,
3eb6da05-d375-4a68-82a5-a1a161661498,1a04b32b-08c2-46e2-8a93-8d37bf1fc3e1,Richard Moore,2d8a7c54-6cba-40d8-a598-a7afa9b3b23c,Headphones,Electronics,Wallet,2,598.78,2023-06-08 05:59:50,Canada,Brownshire,Walmart,721e9f84-5c41-47bb-9774-4049853a1778,N,
a30ac24c-b3b9-4e29-9955-0167418944fd,56937f58-4532-4f2c-95fd-405fab626b61,Heather Kelly,e9f2180f-0449-401d-84e1-1b028350e876,Public Transport Cards,Home & Kitchen,Wallet,1,147.89,2020-03-22 01:27:39,USA,North William,Walmart,58ddd194-7282-4fbc-9b1d-f2bb0345b9fc,N,Payment gateway error
99f901df-47ef-4499-b2a7-a9f1953d9d76,1a0c0c2e-d957-4709-be84-a8b8118318a2,Mia Hudson,24d050f1-05b7-4738-91ad-1dc410977caf,Batteries,Electronics,UPI,5,863.73,2022-11-02 01:22:39,Canada,Warnerville,Amazon,e373bffc-9c88-43e9-bbce-188cc435f755,N,Insufficient funds
6b94ad57-e3c8-4713-8c6d-c5d36a8608cf,06af302e-b542-4e27-838e-f4be92243c7d,Jose Thomas,6575a12c-77ac-4e5d-bfa2-81d4e1975f09,Coffee,Clothing,UPI,5,180.79,2021-03-02 09:49:14,USA,Rachelmouth,Flipkart,80779c7e-c84c-4140-b41a-ebe96d20118e,N,
3d629a93-5b2b-45ce-bf74-c034cbe535ad,0ad04af9-4d0f-4859-8a8e-25f06c12e404,Robert Moore,421f2158-de6a-49d6-aba7-abab1c748a7a,Trash Bags,Sports,Card,1,715.01,2020-08-09 04:28:01,India,West Kimberly,Flipkart,7b465188-2c63-4582-920f-0416eac18aae,N,Insufficient funds
2a60a671-59da-4600-b09b-0bdd9906398a,37b32235-6fa4-41db-835f-00316b8bf25a,Nicole Gonzalez,e88538bc-56da-47cb-adda-63b99ee1932b,Notebooks,Sports,UPI,2,534.39,2021-08-20 21:15:32,UK,Samuelview,Walmart,ae4685d2-adb0-43c1-8f7e-92f751af9a66,N,Card expired
468cf0ab-3cd0-4d6d-b6ba-bb7efe48021d,8f18b9b2-18ee-4e74-8077-f99db96e1485,Douglas Wright,0c64718e-156f-4b93-8d95-2bce2a741ebc,Detergent,Home & Kitchen,UPI,2,17.9,2022-09-15 06:30:53,USA,Port Cynthialand,Walmart,38e50449-0874-46f8-a4e6-eba9522a1a35,Y,
98445415-9047-48c9-9d4c-30af8e61e510,74149d0b-113f-4383-911a-0d27d36331a7,Kimberly Brown,56310e72-cc3a-4ef0-94a7-64376a5bb294,Tissues,Books,UPI,4,698.5,2022-10-08 15:08:37,Canada,Westmouth,Walmart,6ec58dde-a400-444a-bf4e-01b02701288a,Y,
1a492e88-4f3d-4561-b0cd-0c6acf186207,9a2422d3-4b52-4632-b6ed-e75c770f8119,Michael Parsons,a79fc472-fded-4bba-9d23-2d988a50b654,Paper Towels,Home & Kitchen,Internet Banking,4,56.86,2022-05-31 06:25:07,India,Kristenport,Walmart,ee3873f7-951b-46c2-9c96-08d474ecc631,Y,
6fecb535-1e20-4f60-af3a-70b5aabec68d,3034da9a-861c-46a7-8fae-2735e4aa05a3,Jack Thompson,b03aea89-3e33-4d13-bf9f-7c1157df1152,Public Transport Cards,Sports,Internet Banking,3,330.34,2021-06-30 18:18:27,UK,Floresstad,Amazon,70111b2d-5d04-4dc4-bc17-4d5afa8bc3ed,N,Insufficient funds
515ff2f4-d3c4-4d03-a9f7-dd7551ca6d35,782e9d4c-838f-49cd-a74d-95ca9e05fad3,Alexa Garcia,2f4a6bb5-490e-4acc-adbf-acc1d58c27ed,Public Transport Cards,Home & Kitchen,UPI,3,78.8,2022-10-21 05:31:23,UK,Smithchester,Walmart,4ae5ce9d-e50e-4bfe-9fbb-becd7b587919,N,Insufficient funds
b0d96ffc-6734-4ae3-aa15-9a2d464aa631,d7153f00-9d3e-4255-8fe0-97a5431a8161,Chelsea Turner,97767579-bd1d-4537-ae92-811d5846e990,Public Transport Cards,Home & Kitchen,Wallet,2,645.36,2020-07-06 07:29:24,USA,New Michaelmouth,Shopify,a4cbb0dc-7f39-4628-a22d-e1112620205c,N,
9285340a-67c0-4a99-bb26-108b78519de3,25a4e2c7-f8e6-468b-a449-5bb6553aac91,Joseph Barron,83fa9a67-f37d-4365-89f8-11ec054fb132,Cleaning Spray,Clothing,Internet Banking,5,302.05,2023-03-10 15:00:01,India,South Nicolehaven,Walmart,7cb877e8-6cc0-4e42-8442-9472164b6b60,Y,
38cef745-693c-405b-8a02-3740662754ce,767c479d-3316-4ace-a74d-faf57e3a79f9,Jean Hudson,7c7f5302-4c72-48ea-8a8b-a10fb6c74312,Shampoo,Home & Kitchen,Wallet,3,653.86,2022-02-13 19:49:40,India,Guerreromouth,Amazon,cfebf9fc-064e-41a5-b352-a3066fed9901,N,
8fb386ca-d1de-4835-951a-a4ce8f908cfd,0c242d5a-f09d-4423-9935-f6bd31b54d2e,Pamela Taylor,4ccaf3cb-41e0-41f7-a1a7-1730e9e27bc2,Chargers,Home & Kitchen,Internet Banking,4,430.19,2023-04-23 07:48:08,Canada,Port Katherineburgh,Flipkart,d3dbcfff-8d0e-46ba-9889-3e069f92d7b4,Y,
66c1cf1e-a808-4560-aaaf-cd0d10185a8c,9e75a0e1-d300-4a6e-9209-1e891430fdfa,Matthew Bates,5424b62d-74da-4498-948a-1bb17245339f,Shampoo,Books,Card,1,246.08,2024-06-28 10:15:28,UK,Port Ivan,Walmart,9ce42125-7f19-4785-9170-294e81bec64e,N,
4520e1a2-2403-4827-b622-a2581d61b196,b5e62f1b-0e49-4f8f-9c26-b2328435f584,Jennifer Bell,fc6d8b8f-e60c-42a9-a386-06b0b9614518,Deodorant,Sports,Internet Banking,3,466.25,2023-10-03 01:39:18,USA,East Mary,Walmart,f0980d59-575c-4d7c-81df-6f0823c269a5,N,Card expired
be961fb5-6b94-48e6-a758-cf921e335baf,dc062749-6e98-4f59-ae0f-8be3d4a7fdea,Brian Riddle,be7edda9-ae6f-4db4-85ed-680c0080e4e6,Lotion,Sports,Wallet,4,559.15,2022-12-24 14:11:50,Canada,West Evanmouth,eBay,f64160f0-f062-42f3-a1dd-e92ee9073a1e,Y,
23940695-a0e4-4265-8214-8f4f06211ad6,f26df80b-da2d-4579-90e0-835da8b43630,Michael Howard,08f7e59d-dd14-4a29-82a9-2268e510dc5a,Toothpaste,Electronics,Card,4,753.66,2023-09-27 19:06:18,Canada,West Patriciaton,Walmart,da74cd0e-8672-4ed9-871a-dee05e351382,N,Card expired
2632a13c-ae17-483c-b99a-90d903ce0b24,9b328bb9-22fe-43a2-a5af-c9f467cdc7e5,Russell Gray,edad72c3-584c-4653-bc33-5a00d5234611,Coffee,Books,Wallet,2,200.84,2023-02-18 23:43:30,USA,Lake Hannahberg,Walmart,7cc0e70d-e1ca-45e7-badd-ba7ee6383d7d,Y,
2b57dbed-0e96-4739-9b31-5fffe22c4811,5abe0533-6fcd-479b-b2ff-a6d90d5af04f,John Chapman,8a9d241a-9742-41b5-b240-ca71c063c58f,"Car Maintenance Products (e.g., motor oil)",Home & Kitchen,Internet Banking,2,238.5,2020-11-09 08:04:18,India,East Kathrynbury,Walmart,f9427145-fa75-440e-a9e0-a9667ec108ac,Y,
5d72bbe5-a5bc-4f8b-adf0-ecac6b0cc38e,356a890e-1a67-44c4-b191-3d480fc777c1,Tracy Wagner,44a8f8d9-dfc1-4284-a80b-ed65f52ddc6b,Trash Bags,Clothing,Wallet,4,114.6,2022-02-13 09:33:14,USA,Katelynstad,eBay,c249ce5d-49e5-44b7-a25b-103c2e432108,Y,
26de1cbe-8e5b-4da3-8030-1ed7b11cb728,9de96a27-fd02-45f4-9784-91df526da5b7,Kaitlyn Mitchell,482edd1c-bba6-4c78-83f1-6e371eecf839,"Car Maintenance Products (e.g., motor oil)",Clothing,Wallet,2,463.09,2020-04-09 05:26:33,India,Nicholasbury,Flipkart,efb29a4e-c627-4406-8a25-95cf61bafa2f,N,Card expired
0cbff394-031f-4d02-ae91-fcd36212716f,7415cb2b-e004-4e08-8c01-902e659be441,Derrick Watson,5abd3d84-be27-4733-8d58-8fd34bd38607,Notebooks,Sports,Internet Banking,2,363.53,2020-03-16 23:33:24,India,South Aliciastad,Flipkart,5a042867-c0ef-45a2-b0a7-42471cc798e9,Y,
67ddc8d3-7eb9-4077-bebb-ec8a7e32f7c2,e84996ad-8dd6-45d6-88a1-789875eed072,Mary Williams,e9c4c6c7-608d-4d02-97a0-56f9c2b969bd,Laptops,Books,Internet Banking,5,609.87,2020-10-01 19:07:09,USA,South Williamborough,Walmart,035aee25-91e9-4d17-a1be-de4a14e6655e,Y,
